CustomerID,CustomerName,CustomerSegment,City,State
C00971,Ananya Das,Consumer,Chennai,Tamil Nadu
C00972,Vivaan Singh,Consumer,Jaipur,Rajasthan
C00973,Vivaan Nair,Small Business,Ranchi,Jharkhand
C00974,Sneha Iyer,Corporate,New Delhi,Delhi
C00975,Ananya Patel,Consumer,Kochi,Kerala
C00976,Rahul Mishra,Consumer,New Delhi,Delhi
C00977,Meera Mishra,Corporate,Kolkata,West Bengal
C00978,Rohan Mishra,Consumer,Bhubaneswar,Odisha
C00979,Sanjay Rao,Small Business,Patna,Bihar
C00980,Aarav Iyer,Small Business,Bhubaneswar,Odisha
C00981,Nikhil Kumar,Small Business,Hyderabad,Telangana
C00982,Kiran Das,Consumer,Panaji,Goa
C00983,Manish Patel,Corporate,Raipur,Chhattisgarh
C00984,Sneha Reddy,Consumer,Panaji,Goa
C00985,Ravi Das,Consumer,Mumbai,Maharashtra
C00986,Neha Patel,Consumer,Panaji,Goa
C00987,Ravi Gupta,Consumer,Jaipur,Rajasthan
C00988,Meera Nair,Consumer,Raipur,Chhattisgarh
C00989,Kavya Nair,Consumer,Mumbai,Maharashtra
C00990,Priya Verma,Corporate,New Delhi,Delhi
C00991,Sneha Reddy,Small Business,Vijayawada,Andhra Pradesh
C00992,Pooja Das,Consumer,New Delhi,Delhi
C00993,Ravi Nair,Consumer,Ludhiana,Punjab
C00994,Vivaan Nair,Consumer,Indore,Madhya Pradesh
C00995,Meera Rao,Corporate,Patna,Bihar
C00996,Arjun Singh,Consumer,Vijayawada,Andhra Pradesh
C00997,Manish Gupta,Small Business,Chennai,Tamil Nadu
C00998,Rahul Naidu,Small Business,Ahmedabad,Gujarat
C00999,Arjun Mehta,Consumer,Kochi,Kerala
C01000,Manish Gupta,Small Business,Patna,Bihar
C01001,Pooja Iyer,Consumer,Indore,Madhya Pradesh
C01002,Meera Mehta,Small Business,Lucknow,Uttar Pradesh
C01003,Priya Joshi,Consumer,Bengaluru,Karnataka
C01004,Kiran Kumar,Corporate,Raipur,Chhattisgarh
C01005,Nikhil Reddy,Consumer,Patna,Bihar
C01006,Ravi Kumar,Small Business,Vijayawada,Andhra Pradesh
C01007,Rahul Rao,Premium,Ranchi,Jharkhand
C01008,Ananya Sharma,Corporate,Lucknow,Uttar Pradesh
C01009,Sneha Yadav,Consumer,Lucknow,Uttar Pradesh
C01010,Pooja Gupta,Consumer,Patna,Bihar
C01011,Meera Mishra,Consumer,Vijayawada,Andhra Pradesh
C01012,Arjun Gupta,Small Business,Patna,Bihar
C01013,Aarav Das,Corporate,Raipur,Chhattisgarh
C01014,Aarav Rao,Consumer,Mumbai,Maharashtra
C01015,Priya Mehta,Corporate,Jaipur,Rajasthan
C01016,Rohan Das,Corporate,Kochi,Kerala
C01017,Vivaan Singh,Consumer,Ranchi,Jharkhand
C01018,Rahul Mehta,Consumer,Indore,Madhya Pradesh
C01019,Ishita Kumar,Consumer,New Delhi,Delhi
C01020,Ishita Verma,Consumer,Kochi,Kerala
C01021,Rahul Sharma,Small Business,Ranchi,Jharkhand
C01022,Aditya Reddy,Small Business,Bhubaneswar,Odisha
C01023,Ishita Yadav,Corporate,Panaji,Goa
C01024,Sneha Iyer,Corporate,Indore,Madhya Pradesh
C01025,Pooja Mehta,Consumer,Panaji,Goa
C01026,Neha Rao,Consumer,Raipur,Chhattisgarh
C01027,Manish Joshi,Corporate,Jaipur,Rajasthan
C01028,Vivaan Mishra,Premium,New Delhi,Delhi
C01029,Arjun Singh,Small Business,Mumbai,Maharashtra
C01030,Arjun Sharma,Small Business,Patna,Bihar
C01031,Kiran Iyer,Consumer,Jaipur,Rajasthan
C01032,Aditya Singh,Consumer,Ludhiana,Punjab
C01033,Aditya Mehta,Corporate,New Delhi,Delhi
C01034,Rahul Rao,Consumer,Hyderabad,Telangana
C01035,Pooja Patel,Corporate,Bhubaneswar,Odisha
C01036,Neha Yadav,Consumer,Kolkata,West Bengal
C01037,Ravi Das,Small Business,Lucknow,Uttar Pradesh
C01038,Rahul Naidu,Small Business,Hyderabad,Telangana
C01039,Neha Joshi,Consumer,Hyderabad,Telangana
C01040,Sneha Iyer,Small Business,Ludhiana,Punjab
C01041,Nikhil Sharma,Consumer,Ahmedabad,Gujarat
C01042,Priya Nair,Consumer,New Delhi,Delhi
C01043,Rahul Iyer,Small Business,Vijayawada,Andhra Pradesh
C01044,Ishita Kumar,Consumer,Mumbai,Maharashtra
C01045,Aarav Patel,Corporate,Bengaluru,Karnataka
C01046,Ananya Sharma,Consumer,Indore,Madhya Pradesh
C01047,Neha Joshi,Corporate,New Delhi,Delhi
C01048,Rohan Gupta,Premium,Mumbai,Maharashtra
C01049,Rohan Iyer,Consumer,Bhubaneswar,Odisha
C01050,Sanjay Naidu,Premium,Kolkata,West Bengal
C01051,Meera Sharma,Consumer,Raipur,Chhattisgarh
C01052,Ravi Mishra,Small Business,New Delhi,Delhi
C01053,Rahul Mishra,Consumer,Chennai,Tamil Nadu
C01054,Rahul Mishra,Corporate,New Delhi,Delhi
C01055,Kavya Naidu,Consumer,Ahmedabad,Gujarat
C01056,Sneha Rao,Consumer,Ludhiana,Punjab
C01057,Ishita Gupta,Consumer,Kochi,Kerala
C01058,Ishita Patel,Consumer,Panaji,Goa
C01059,Neha Yadav,Consumer,Ahmedabad,Gujarat
C01060,Vivaan Mehta,Consumer,Vijayawada,Andhra Pradesh
C01061,Kiran Singh,Small Business,Ludhiana,Punjab
C01062,Ananya Rao,Small Business,Panaji,Goa
C01063,Manish Verma,Consumer,Vijayawada,Andhra Pradesh
C01064,Arjun Das,Consumer,Ludhiana,Punjab
C01065,Ananya Iyer,Consumer,Ranchi,Jharkhand
C01066,Sneha Reddy,Consumer,Lucknow,Uttar Pradesh
C01067,Aditya Mishra,Corporate,Indore,Madhya Pradesh
C01068,Rohan Yadav,Consumer,Panaji,Goa
C01069,Kavya Yadav,Consumer,Bhubaneswar,Odisha
C01070,Ananya Patel,Consumer,New Delhi,Delhi
C01071,Rahul Reddy,Consumer,Indore,Madhya Pradesh
C01072,Vikram Joshi,Consumer,Vijayawada,Andhra Pradesh
C01073,Arjun Patel,Corporate,Chennai,Tamil Nadu
C01074,Vikram Rao,Corporate,Hyderabad,Telangana
C01075,Rahul Gupta,Premium,Mumbai,Maharashtra
C01076,Kiran Reddy,Consumer,Bengaluru,Karnataka
C01077,Aditya Yadav,Corporate,Kochi,Kerala
C01078,Kavya Nair,Premium,Ranchi,Jharkhand
C01079,Vivaan Gupta,Consumer,Bhubaneswar,Odisha
C01080,Sanjay Nair,Consumer,Ranchi,Jharkhand
C01081,Kiran Gupta,Consumer,Chennai,Tamil Nadu
C01082,Ananya Naidu,Consumer,Raipur,Chhattisgarh
C01083,Kavya Singh,Consumer,Kolkata,West Bengal
C01084,Ananya Yadav,Corporate,Ranchi,Jharkhand
C01085,Meera Mishra,Corporate,Ludhiana,Punjab
C01086,Arjun Iyer,Consumer,Chennai,Tamil Nadu
C01087,Arjun Mishra,Small Business,Mumbai,Maharashtra
C01088,Sanjay Sharma,Small Business,Vijayawada,Andhra Pradesh
C01089,Nikhil Joshi,Consumer,Patna,Bihar
C01090,Aditya Iyer,Consumer,Bengaluru,Karnataka
C01091,Neha Singh,Corporate,Kochi,Kerala
C01092,Priya Rao,Corporate,Kolkata,West Bengal
C01093,Neha Nair,Corporate,Lucknow,Uttar Pradesh
C01094,Meera Yadav,Corporate,Kochi,Kerala
C01095,Priya Das,Consumer,Patna,Bihar
C01096,Manish Patel,Consumer,Mumbai,Maharashtra
C01097,Nikhil Mishra,Small Business,Chennai,Tamil Nadu
C01098,Nikhil Kumar,Consumer,Vijayawada,Andhra Pradesh
C01099,Ananya Kumar,Small Business,Bhubaneswar,Odisha
C01100,Aarav Naidu,Small Business,Mumbai,Maharashtra
C01101,Arjun Reddy,Consumer,Raipur,Chhattisgarh
C01102,Priya Yadav,Consumer,Bhubaneswar,Odisha
C01103,Vikram Das,Consumer,Kochi,Kerala
C01104,Vikram Patel,Premium,Chennai,Tamil Nadu
C01105,Ishita Iyer,Consumer,Chennai,Tamil Nadu
C01106,Meera Nair,Consumer,Ranchi,Jharkhand
C01107,Sneha Rao,Consumer,Raipur,Chhattisgarh
C01108,Arjun Nair,Consumer,Mumbai,Maharashtra
C01109,Priya Patel,Consumer,Vijayawada,Andhra Pradesh
C01110,Rohan Yadav,Consumer,Ludhiana,Punjab
C01111,Ravi Patel,Small Business,Panaji,Goa
C01112,Rahul Das,Small Business,Ludhiana,Punjab
C01113,Kavya Mishra,Consumer,Kochi,Kerala
C01114,Meera Nair,Consumer,Mumbai,Maharashtra
C01115,Rahul Verma,Corporate,Bhubaneswar,Odisha
C01116,Manish Kumar,Corporate,Hyderabad,Telangana
C01117,Ishita Yadav,Consumer,Jaipur,Rajasthan
C01118,Manish Joshi,Corporate,Patna,Bihar
C01119,Priya Mishra,Consumer,Bengaluru,Karnataka
C01120,Sanjay Naidu,Consumer,Ludhiana,Punjab
C01121,Ravi Iyer,Consumer,Ludhiana,Punjab
C01122,Rohan Das,Consumer,Jaipur,Rajasthan
C01123,Ishita Iyer,Consumer,Panaji,Goa
C01124,Vikram Reddy,Small Business,Jaipur,Rajasthan
C01125,Rohan Rao,Small Business,Vijayawada,Andhra Pradesh
C01126,Ananya Das,Consumer,Raipur,Chhattisgarh
C01127,Meera Mehta,Consumer,Indore,Madhya Pradesh
C01128,Neha Rao,Consumer,Ranchi,Jharkhand
C01129,Kiran Rao,Consumer,Panaji,Goa
C01130,Aditya Nair,Consumer,Bhubaneswar,Odisha
C01131,Aditya Gupta,Small Business,Panaji,Goa
C01132,Aarav Nair,Consumer,Vijayawada,Andhra Pradesh
C01133,Ishita Gupta,Consumer,New Delhi,Delhi
C01134,Kiran Patel,Premium,Hyderabad,Telangana
C01135,Meera Das,Consumer,Chennai,Tamil Nadu
C01136,Vikram Kumar,Corporate,Ludhiana,Punjab
C01137,Kiran Patel,Small Business,Raipur,Chhattisgarh
C01138,Ananya Verma,Small Business,Raipur,Chhattisgarh
C01139,Nikhil Kumar,Corporate,Kochi,Kerala
C01140,Pooja Yadav,Consumer,New Delhi,Delhi
C01141,Sanjay Verma,Corporate,Kochi,Kerala
C01142,Aarav Mehta,Corporate,Hyderabad,Telangana
C01143,Priya Verma,Consumer,Indore,Madhya Pradesh
C01144,Ravi Patel,Consumer,Ludhiana,Punjab
C01145,Neha Mehta,Consumer,Vijayawada,Andhra Pradesh
C01146,Arjun Yadav,Consumer,Panaji,Goa
C01147,Ananya Yadav,Consumer,Hyderabad,Telangana
C01148,Aditya Das,Consumer,Panaji,Goa
C01149,Aarav Joshi,Small Business,Mumbai,Maharashtra
C01150,Sneha Das,Small Business,Ranchi,Jharkhand
C01151,Manish Iyer,Corporate,Bengaluru,Karnataka
C01152,Vivaan Nair,Consumer,Ahmedabad,Gujarat
C01153,Rahul Patel,Corporate,Vijayawada,Andhra Pradesh
C01154,Vikram Mehta,Small Business,Chennai,Tamil Nadu
C01155,Vikram Yadav,Consumer,Lucknow,Uttar Pradesh
C01156,Meera Joshi,Premium,Kochi,Kerala
C01157,Sanjay Kumar,Small Business,Panaji,Goa
C01158,Kiran Naidu,Consumer,Raipur,Chhattisgarh
C01159,Aarav Singh,Consumer,Raipur,Chhattisgarh
C01160,Kavya Singh,Consumer,Hyderabad,Telangana
C01161,Nikhil Patel,Premium,Raipur,Chhattisgarh
C01162,Meera Mehta,Corporate,Kochi,Kerala
C01163,Pooja Nair,Corporate,Hyderabad,Telangana
C01164,Ananya Kumar,Premium,Mumbai,Maharashtra
C01165,Vikram Iyer,Small Business,Mumbai,Maharashtra
C01166,Neha Iyer,Consumer,Vijayawada,Andhra Pradesh
C01167,Kavya Kumar,Corporate,New Delhi,Delhi
C01168,Ravi Singh,Consumer,Chennai,Tamil Nadu
C01169,Arjun Yadav,Consumer,Ludhiana,Punjab
C01170,Ishita Verma,Consumer,Mumbai,Maharashtra
C01171,Arjun Singh,Consumer,Kolkata,West Bengal
C01172,Kavya Das,Premium,Lucknow,Uttar Pradesh
C01173,Ananya Patel,Consumer,Chennai,Tamil Nadu
C01174,Pooja Sharma,Small Business,Raipur,Chhattisgarh
C01175,Ishita Nair,Consumer,Lucknow,Uttar Pradesh
C01176,Vivaan Mehta,Consumer,Indore,Madhya Pradesh
C01177,Vikram Nair,Premium,Bengaluru,Karnataka
C01178,Vivaan Reddy,Small Business,Kochi,Kerala
C01179,Kavya Sharma,Small Business,Panaji,Goa
C01180,Aditya Mishra,Consumer,Bhubaneswar,Odisha
C01181,Aarav Kumar,Consumer,Ahmedabad,Gujarat
C01182,Ravi Reddy,Consumer,Jaipur,Rajasthan
C01183,Vikram Sharma,Consumer,New Delhi,Delhi
C01184,Ishita Yadav,Consumer,Hyderabad,Telangana
C01185,Nikhil Reddy,Consumer,Bhubaneswar,Odisha
C01186,Vivaan Das,Corporate,Ranchi,Jharkhand
C01187,Pooja Patel,Consumer,Hyderabad,Telangana
C01188,Sneha Reddy,Corporate,Hyderabad,Telangana
C01189,Nikhil Iyer,Small Business,Mumbai,Maharashtra
C01190,Neha Naidu,Corporate,Kolkata,West Bengal
C01191,Aarav Kumar,Consumer,Ahmedabad,Gujarat
C01192,Pooja Sharma,Consumer,Indore,Madhya Pradesh
C01193,Manish Mehta,Consumer,Ludhiana,Punjab
C01194,Ravi Kumar,Consumer,Vijayawada,Andhra Pradesh
C01195,Vivaan Naidu,Small Business,Ranchi,Jharkhand
C01196,Aditya Kumar,Consumer,Bhubaneswar,Odisha
C01197,Arjun Nair,Corporate,Mumbai,Maharashtra
C01198,Priya Das,Corporate,Bengaluru,Karnataka
C01199,Kiran Singh,Consumer,Bhubaneswar,Odisha
C01200,Neha Kumar,Premium,Lucknow,Uttar Pradesh
C01201,Ishita Singh,Premium,Lucknow,Uttar Pradesh
C01202,Meera Iyer,Premium,Raipur,Chhattisgarh
C01203,Ananya Reddy,Consumer,Indore,Madhya Pradesh
C01204,Rahul Reddy,Consumer,Bengaluru,Karnataka
C01205,Kiran Kumar,Small Business,Ludhiana,Punjab
C01206,Nikhil Nair,Consumer,Kolkata,West Bengal
C01207,Meera Singh,Consumer,Indore,Madhya Pradesh
C01208,Ravi Singh,Consumer,Ahmedabad,Gujarat
C01209,Rohan Joshi,Small Business,Indore,Madhya Pradesh
C01210,Rohan Das,Consumer,Patna,Bihar
C01211,Ravi Naidu,Consumer,Patna,Bihar
C01212,Rohan Iyer,Consumer,Kolkata,West Bengal
C01213,Ananya Patel,Consumer,Kochi,Kerala
C01214,Kiran Reddy,Consumer,Chennai,Tamil Nadu
C01215,Aditya Verma,Consumer,Bengaluru,Karnataka
C01216,Rahul Rao,Consumer,Ranchi,Jharkhand
C01217,Sanjay Naidu,Premium,Ludhiana,Punjab
C01218,Ishita Singh,Consumer,Jaipur,Rajasthan
C01219,Neha Singh,Small Business,Indore,Madhya Pradesh
C01220,Kavya Yadav,Consumer,Ahmedabad,Gujarat
C01221,Nikhil Joshi,Consumer,Chennai,Tamil Nadu
C01222,Manish Verma,Consumer,Lucknow,Uttar Pradesh
C01223,Ravi Reddy,Consumer,Vijayawada,Andhra Pradesh
C01224,Rohan Nair,Consumer,Hyderabad,Telangana
C01225,Vivaan Kumar,Consumer,Bengaluru,Karnataka
C01226,Aarav Verma,Consumer,Kolkata,West Bengal
C01227,Rahul Verma,Small Business,Hyderabad,Telangana
C01228,Vikram Naidu,Consumer,Kochi,Kerala
C01229,Nikhil Rao,Corporate,Raipur,Chhattisgarh
C01230,Pooja Das,Small Business,Jaipur,Rajasthan
C01231,Ravi Kumar,Corporate,Lucknow,Uttar Pradesh
C01232,Aditya Rao,Consumer,New Delhi,Delhi
C01233,Pooja Verma,Consumer,Ludhiana,Punjab
C01234,Aditya Reddy,Consumer,Bengaluru,Karnataka
C01235,Kavya Sharma,Consumer,Indore,Madhya Pradesh
C01236,Aarav Reddy,Consumer,Ludhiana,Punjab
C01237,Kiran Nair,Corporate,New Delhi,Delhi
C01238,Sneha Verma,Consumer,Kolkata,West Bengal
C01239,Nikhil Rao,Consumer,Bengaluru,Karnataka
C01240,Sanjay Verma,Consumer,Bhubaneswar,Odisha
C01241,Manish Verma,Consumer,Chennai,Tamil Nadu
C01242,Sanjay Naidu,Small Business,Mumbai,Maharashtra
C01243,Aarav Yadav,Consumer,Ahmedabad,Gujarat
C01244,Priya Nair,Consumer,Hyderabad,Telangana
C01245,Manish Mehta,Corporate,Chennai,Tamil Nadu
C01246,Ishita Nair,Consumer,Raipur,Chhattisgarh
C01247,Vivaan Patel,Consumer,New Delhi,Delhi
C01248,Vivaan Reddy,Consumer,Bhubaneswar,Odisha
C01249,Aarav Naidu,Small Business,Mumbai,Maharashtra
C01250,Aditya Mehta,Corporate,Panaji,Goa
C01251,Ravi Yadav,Small Business,Kochi,Kerala
C01252,Sanjay Joshi,Consumer,Panaji,Goa
C01253,Manish Verma,Consumer,Hyderabad,Telangana
C01254,Vivaan Patel,Consumer,Vijayawada,Andhra Pradesh
C01255,Kiran Rao,Small Business,Kochi,Kerala
C01256,Ravi Singh,Corporate,Lucknow,Uttar Pradesh
C01257,Vikram Das,Consumer,Kochi,Kerala
C01258,Arjun Reddy,Consumer,Patna,Bihar
C01259,Pooja Mishra,Corporate,New Delhi,Delhi
C01260,Sanjay Mehta,Consumer,Patna,Bihar
C01261,Aarav Joshi,Consumer,Raipur,Chhattisgarh
C01262,Aarav Rao,Consumer,Chennai,Tamil Nadu
C01263,Kiran Nair,Consumer,Mumbai,Maharashtra
C01264,Neha Iyer,Corporate,Jaipur,Rajasthan
C01265,Vikram Kumar,Corporate,Indore,Madhya Pradesh
C01266,Sanjay Nair,Consumer,Ahmedabad,Gujarat
C01267,Vikram Nair,Corporate,Kolkata,West Bengal
C01268,Kiran Kumar,Consumer,Kolkata,West Bengal
C01269,Sanjay Joshi,Small Business,Bengaluru,Karnataka
C01270,Aarav Kumar,Consumer,Bengaluru,Karnataka
C01271,Ananya Nair,Premium,Bhubaneswar,Odisha
C01272,Sneha Verma,Premium,Bengaluru,Karnataka
C01273,Rohan Kumar,Premium,Bengaluru,Karnataka
C01274,Pooja Joshi,Consumer,Indore,Madhya Pradesh
C01275,Pooja Naidu,Premium,Jaipur,Rajasthan
C01276,Sneha Verma,Consumer,Lucknow,Uttar Pradesh
C01277,Aditya Gupta,Premium,Indore,Madhya Pradesh
C01278,Kavya Sharma,Small Business,Kolkata,West Bengal
C01279,Manish Mishra,Consumer,Indore,Madhya Pradesh
C01280,Vivaan Das,Corporate,Hyderabad,Telangana
C01281,Vivaan Joshi,Corporate,Indore,Madhya Pradesh
C01282,Priya Yadav,Small Business,Indore,Madhya Pradesh
C01283,Ravi Gupta,Consumer,Patna,Bihar
C01284,Sanjay Joshi,Consumer,Lucknow,Uttar Pradesh
C01285,Pooja Naidu,Consumer,Patna,Bihar
C01286,Sneha Sharma,Consumer,Chennai,Tamil Nadu
C01287,Rahul Gupta,Small Business,Ludhiana,Punjab
C01288,Meera Sharma,Small Business,Ludhiana,Punjab
C01289,Sanjay Verma,Corporate,Mumbai,Maharashtra
C01290,Aditya Gupta,Consumer,Ahmedabad,Gujarat
C01291,Sneha Iyer,Small Business,Ahmedabad,Gujarat
C01292,Pooja Yadav,Small Business,Hyderabad,Telangana
C01293,Neha Kumar,Premium,Bhubaneswar,Odisha
C01294,Ananya Patel,Consumer,Jaipur,Rajasthan
C01295,Neha Naidu,Consumer,Chennai,Tamil Nadu
C01296,Ananya Sharma,Corporate,Mumbai,Maharashtra
C01297,Rohan Mehta,Consumer,Mumbai,Maharashtra
C01298,Sanjay Rao,Small Business,Kochi,Kerala
C01299,Vikram Sharma,Small Business,Chennai,Tamil Nadu
C01300,Rohan Rao,Small Business,Kolkata,West Bengal
C01301,Pooja Mishra,Consumer,Bengaluru,Karnataka
C01302,Aarav Sharma,Premium,Jaipur,Rajasthan
C01303,Ishita Singh,Premium,Ludhiana,Punjab
C01304,Aarav Sharma,Small Business,Raipur,Chhattisgarh
C01305,Priya Verma,Consumer,Vijayawada,Andhra Pradesh
C01306,Kiran Singh,Small Business,Patna,Bihar
C01307,Ishita Reddy,Consumer,Hyderabad,Telangana
C01308,Priya Singh,Premium,Ludhiana,Punjab
C01309,Ananya Joshi,Corporate,Patna,Bihar
C01310,Priya Gupta,Corporate,New Delhi,Delhi
C01311,Ananya Mehta,Premium,Kolkata,West Bengal
C01312,Arjun Yadav,Corporate,Patna,Bihar
C01313,Ananya Rao,Small Business,Mumbai,Maharashtra
C01314,Manish Nair,Corporate,Kolkata,West Bengal
C01315,Meera Patel,Small Business,Kochi,Kerala
C01316,Ishita Patel,Consumer,Kolkata,West Bengal
C01317,Neha Naidu,Small Business,Mumbai,Maharashtra
C01318,Sneha Nair,Consumer,Bengaluru,Karnataka
C01319,Ravi Patel,Small Business,Jaipur,Rajasthan
C01320,Vikram Gupta,Small Business,Kolkata,West Bengal
C01321,Ananya Naidu,Consumer,Raipur,Chhattisgarh
C01322,Kavya Iyer,Small Business,Jaipur,Rajasthan
C01323,Neha Das,Small Business,Bengaluru,Karnataka
C01324,Kavya Iyer,Consumer,New Delhi,Delhi
C01325,Nikhil Nair,Premium,Lucknow,Uttar Pradesh
C01326,Rahul Naidu,Premium,Kolkata,West Bengal
C01327,Ishita Yadav,Consumer,Raipur,Chhattisgarh
C01328,Vivaan Joshi,Small Business,Jaipur,Rajasthan
C01329,Sneha Nair,Consumer,Lucknow,Uttar Pradesh
C01330,Neha Gupta,Consumer,Indore,Madhya Pradesh
C01331,Ananya Iyer,Consumer,Ranchi,Jharkhand
C01332,Kiran Mishra,Consumer,Hyderabad,Telangana
C01333,Aarav Naidu,Consumer,New Delhi,Delhi
C01334,Aarav Kumar,Small Business,Bengaluru,Karnataka
C01335,Ishita Nair,Corporate,Mumbai,Maharashtra
C01336,Ravi Kumar,Consumer,Vijayawada,Andhra Pradesh
C01337,Sanjay Das,Small Business,Ahmedabad,Gujarat
C01338,Ananya Patel,Consumer,Lucknow,Uttar Pradesh
C01339,Priya Gupta,Premium,Ludhiana,Punjab
C01340,Arjun Reddy,Small Business,New Delhi,Delhi
C01341,Sanjay Iyer,Consumer,New Delhi,Delhi
C01342,Aditya Joshi,Consumer,Lucknow,Uttar Pradesh
C01343,Ishita Naidu,Premium,Bengaluru,Karnataka
C01344,Sneha Nair,Consumer,New Delhi,Delhi
C01345,Meera Nair,Premium,Lucknow,Uttar Pradesh
C01346,Sanjay Kumar,Premium,Lucknow,Uttar Pradesh
C01347,Ravi Mehta,Consumer,Mumbai,Maharashtra
C01348,Neha Mishra,Consumer,Indore,Madhya Pradesh
C01349,Ishita Naidu,Consumer,Kochi,Kerala
C01350,Sanjay Verma,Consumer,Chennai,Tamil Nadu
C01351,Kiran Kumar,Consumer,Jaipur,Rajasthan
C01352,Meera Das,Consumer,Patna,Bihar
C01353,Ishita Iyer,Consumer,Bengaluru,Karnataka
C01354,Neha Das,Premium,Patna,Bihar
C01355,Ravi Naidu,Consumer,Raipur,Chhattisgarh
C01356,Meera Mehta,Consumer,Panaji,Goa
C01357,Ravi Sharma,Small Business,New Delhi,Delhi
C01358,Priya Reddy,Consumer,Mumbai,Maharashtra
C01359,Nikhil Nair,Small Business,New Delhi,Delhi
C01360,Vikram Naidu,Consumer,Indore,Madhya Pradesh
C01361,Rohan Singh,Consumer,Kolkata,West Bengal
C01362,Nikhil Patel,Premium,Chennai,Tamil Nadu
C01363,Aarav Joshi,Consumer,Bhubaneswar,Odisha
C01364,Kavya Patel,Consumer,Chennai,Tamil Nadu
C01365,Pooja Gupta,Corporate,Ahmedabad,Gujarat
C01366,Aarav Yadav,Corporate,Mumbai,Maharashtra
C01367,Pooja Verma,Consumer,Jaipur,Rajasthan
C01368,Ravi Rao,Premium,Ahmedabad,Gujarat
C01369,Kavya Patel,Consumer,Lucknow,Uttar Pradesh
C01370,Aditya Mishra,Corporate,Vijayawada,Andhra Pradesh
C01371,Neha Mehta,Corporate,Ahmedabad,Gujarat
C01372,Manish Iyer,Consumer,Indore,Madhya Pradesh
C01373,Aditya Mehta,Corporate,Kochi,Kerala
C01374,Ishita Gupta,Corporate,Ranchi,Jharkhand
C01375,Vivaan Nair,Consumer,Mumbai,Maharashtra
C01376,Rohan Mehta,Corporate,Patna,Bihar
C01377,Rohan Das,Small Business,Ludhiana,Punjab
C01378,Pooja Kumar,Consumer,Bengaluru,Karnataka
C01379,Ishita Singh,Consumer,Kolkata,West Bengal
C01380,Rohan Patel,Small Business,Ahmedabad,Gujarat
C01381,Rohan Naidu,Consumer,Bhubaneswar,Odisha
C01382,Sneha Patel,Consumer,Kochi,Kerala
C01383,Vivaan Joshi,Consumer,Indore,Madhya Pradesh
C01384,Pooja Yadav,Consumer,Chennai,Tamil Nadu
C01385,Rahul Yadav,Small Business,Kochi,Kerala
C01386,Rahul Iyer,Consumer,Raipur,Chhattisgarh
C01387,Ananya Rao,Consumer,Vijayawada,Andhra Pradesh
C01388,Nikhil Gupta,Corporate,Kochi,Kerala
C01389,Kiran Mishra,Consumer,Indore,Madhya Pradesh
C01390,Aarav Rao,Small Business,Jaipur,Rajasthan
C01391,Sanjay Rao,Corporate,Patna,Bihar
C01392,Rohan Singh,Consumer,Mumbai,Maharashtra
C01393,Meera Sharma,Consumer,Hyderabad,Telangana
C01394,Meera Verma,Consumer,Kochi,Kerala
C01395,Vivaan Nair,Premium,Bhubaneswar,Odisha
C01396,Kavya Nair,Consumer,Ahmedabad,Gujarat
C01397,Aarav Patel,Consumer,Kolkata,West Bengal
C01398,Ishita Joshi,Small Business,Jaipur,Rajasthan
C01399,Ananya Singh,Consumer,Ranchi,Jharkhand
C01400,Priya Sharma,Consumer,Mumbai,Maharashtra
C01401,Sanjay Reddy,Corporate,Bhubaneswar,Odisha
C01402,Nikhil Iyer,Consumer,Vijayawada,Andhra Pradesh
C01403,Arjun Iyer,Corporate,Hyderabad,Telangana
C01404,Ravi Verma,Small Business,Mumbai,Maharashtra
C01405,Sanjay Kumar,Premium,Kolkata,West Bengal
C01406,Neha Mehta,Small Business,Bhubaneswar,Odisha
C01407,Ravi Gupta,Small Business,Raipur,Chhattisgarh
C01408,Ravi Yadav,Consumer,Bhubaneswar,Odisha
C01409,Kavya Nair,Small Business,Chennai,Tamil Nadu
C01410,Aditya Gupta,Small Business,Lucknow,Uttar Pradesh
C01411,Ishita Mishra,Consumer,Patna,Bihar
C01412,Neha Das,Small Business,Ranchi,Jharkhand
C01413,Manish Patel,Corporate,Lucknow,Uttar Pradesh
C01414,Pooja Nair,Consumer,Raipur,Chhattisgarh
C01415,Nikhil Patel,Small Business,Bhubaneswar,Odisha
C01416,Nikhil Mehta,Consumer,Vijayawada,Andhra Pradesh
C01417,Rahul Verma,Small Business,Ludhiana,Punjab
C01418,Ravi Joshi,Consumer,Kochi,Kerala
C01419,Meera Patel,Small Business,Chennai,Tamil Nadu
C01420,Ishita Singh,Consumer,Vijayawada,Andhra Pradesh
C01421,Vivaan Das,Consumer,Indore,Madhya Pradesh
C01422,Arjun Mehta,Consumer,Lucknow,Uttar Pradesh
C01423,Vikram Verma,Consumer,Ahmedabad,Gujarat
C01424,Aarav Yadav,Consumer,Vijayawada,Andhra Pradesh
C01425,Nikhil Verma,Consumer,Chennai,Tamil Nadu
C01426,Vikram Patel,Consumer,Mumbai,Maharashtra
C01427,Ishita Mishra,Consumer,Panaji,Goa
C01428,Rahul Iyer,Corporate,Lucknow,Uttar Pradesh
C01429,Manish Rao,Corporate,Ludhiana,Punjab
C01430,Pooja Mishra,Small Business,Ranchi,Jharkhand
C01431,Priya Verma,Consumer,Ahmedabad,Gujarat
C01432,Ravi Mehta,Premium,Kolkata,West Bengal
